customerkey,customercode,name,education,occupation
3191,CS14190,Candace Patel,High School,Professional
3194,CS14193,Pamela Vance,Partial College,Management
3198,CS14197,Frank Gill,Partial College,Management
3714,CS14713,Jon Ye,Partial College,Clerical
3180,CS14179,Claudia Xu,Bachelors,Management
429,CS11428,Deanna Perez,Bachelors,Management
12290,CS23289,Justin Robinson,Graduate Degree,Skilled Manual
16247,CS27246,Aaron Hall,Graduate Degree,Skilled Manual
16248,CS27247,Blake Hughes,Graduate Degree,Skilled Manual
16250,CS27249,Emma Cox,Graduate Degree,Skilled Manual
16251,CS27250,Virginia Vance,Graduate Degree,Skilled Manual
16240,CS27239,Noah Simmons,Partial College,Clerical
16241,CS27240,Dalton Cooper,Partial College,Clerical
16245,CS27244,Arianna Kelly,Graduate Degree,Skilled Manual
16246,CS27245,Lauren Jones,Graduate Degree,Skilled Manual
16249,CS27248,Kayla Taylor,Graduate Degree,Skilled Manual
16252,CS27251,Jessica Flores,Graduate Degree,Skilled Manual
16256,CS27255,Xavier Rivera,Bachelors,Skilled Manual
16257,CS27256,Caleb Lopez,Graduate Degree,Skilled Manual
16258,CS27257,Rebekah Sara,Graduate Degree,Skilled Manual
16255,CS27254,Theodore Jimenez,Bachelors,Skilled Manual
16242,CS27241,Oscar Butler,Graduate Degree,Skilled Manual
16508,CS27507,Valerie Li,High School,Skilled Manual
16509,CS27508,James Edwards,Partial College,Skilled Manual
16510,CS27509,Zachary Johnson,Partial College,Professional
16522,CS27521,Gabriel Foster,Bachelors,Management
16524,CS27523,Kayla Martin,High School,Professional
1771,CS12770,Charles Evans,Partial College,Clerical
1772,CS12771,Morgan Thomas,Partial College,Clerical
1773,CS12772,Abigail Clark,Partial College,Clerical
1775,CS12774,Kristen Gao,Partial College,Clerical
1776,CS12775,Connor Griffin,Partial College,Clerical
1777,CS12776,Blake Campbell,Graduate Degree,Skilled Manual
1778,CS12777,Joseph Anderson,Partial College,Clerical
1780,CS12779,Mason Rogers,Partial College,Clerical
1774,CS12773,Samantha Taylor,Partial College,Clerical
16511,CS27510,Cole Bailey,Partial College,Professional
1779,CS12778,Connie Morgan,Partial College,Clerical
16559,CS27558,Caleb Kumar,Partial College,Skilled Manual
16560,CS27559,Emily Rodriguez,Partial College,Skilled Manual
16562,CS27561,Kimberly Brooks,Bachelors,Professional
16564,CS27563,Devin Bennett,Bachelors,Professional
16565,CS27564,Kevin Lal,Bachelors,Professional
16548,CS27547,Kevin Hill,High School,Skilled Manual
16549,CS27548,Mason Green,Partial College,Skilled Manual
16550,CS27549,Hunter Johnson,Partial College,Skilled Manual
16553,CS27552,Shannon Guo,Graduate Degree,Professional
16554,CS27553,Julia Sanders,Graduate Degree,Professional
16555,CS27554,Jordyn West,Partial College,Skilled Manual
16556,CS27555,Isabella Alexander,Partial College,Skilled Manual
1723,CS12722,Latasha Gomez,Partial High School,Manual
1725,CS12724,Eddie Martin,Partial High School,Manual
1726,CS12725,Gabrielle James,Partial High School,Manual
1729,CS12728,Jeremiah Stewart,Partial College,Clerical
1736,CS12735,Donald Mehta,Partial High School,Manual
1748,CS12747,Colleen Hu,Partial High School,Manual
1800,CS12799,George Chandra,Bachelors,Clerical
1801,CS12800,Lacey Chen,Bachelors,Clerical
1802,CS12801,Melody Browning,Bachelors,Clerical
1803,CS12802,Alan Sun,Bachelors,Clerical
1810,CS12809,Michele Navarro,Partial College,Manual
1812,CS12811,Marc Serrano,Partial College,Manual
1814,CS12813,Reginald Ramos,Bachelors,Clerical
1815,CS12814,Casey Sharma,Bachelors,Clerical
1817,CS12816,Tammy Mehta,Partial High School,Manual
1727,CS12726,Kurt Goel,Partial High School,Manual
1816,CS12815,Dominique Mehta,Bachelors,Clerical
16552,CS27551,Antonio Long,Partial College,Skilled Manual
1732,CS12731,Steven Murphy,High School,Manual
16557,CS27556,Amanda Cox,Partial College,Skilled Manual
1722,CS12721,Rebekah Martinez,Partial College,Clerical
1737,CS12736,Diana Ruiz,Partial High School,Manual
1811,CS12810,Chase Stewart,Bachelors,Clerical
18037,CS29036,Rebecca Baker,Partial High School,Skilled Manual
18039,CS29038,Vanessa Hughes,Graduate Degree,Professional
18040,CS29039,Xavier Hayes,Graduate Degree,Professional
18045,CS29044,Olivia Wilson,Bachelors,Management
18027,CS29026,Sydney Mitchell,Partial High School,Skilled Manual
18030,CS29029,Marcus Bennett,Partial High School,Skilled Manual
18031,CS29030,Jeremy Adams,Partial High School,Skilled Manual
18032,CS29031,Brandon Chen,Partial High School,Skilled Manual
18033,CS29032,Taylor Ramirez,Partial High School,Skilled Manual
18035,CS29034,Jonathan Patterson,High School,Professional
18036,CS29035,Elijah Scott,Partial High School,Skilled Manual
18029,CS29028,Samuel Parker,Partial High School,Skilled Manual
18041,CS29040,Colleen Liu,Graduate Degree,Professional
18034,CS29033,Natalie Cooper,High School,Professional
10109,CS21108,Kristine Martin,Bachelors,Skilled Manual
10511,CS21510,Carol Perry,Partial College,Professional
10108,CS21107,Kaitlin Rodriguez,Bachelors,Skilled Manual
8386,CS19385,Alisha Lin,Partial High School,Manual
8388,CS19387,Ruth Rana,Partial College,Clerical
8389,CS19388,Alberto Martin,Partial High School,Manual
8392,CS19391,Sergio Rana,High School,Manual
8418,CS19417,Alexis Foster,Bachelors,Clerical
8423,CS19422,Paula Gutierrez,Partial College,Manual
8429,CS19428,Eric Turner,Bachelors,Clerical
8416,CS19415,Devin Collins,Bachelors,Clerical
13068,CS24067,Carolyn Raman,Bachelors,Clerical
13069,CS24068,Edwin Yang,Bachelors,Clerical
13092,CS24091,Dwayne Munoz,Bachelors,Professional
13093,CS24092,Jillian Gonzalez,Bachelors,Professional
17148,CS28147,Omar Black,Bachelors,Skilled Manual
17149,CS28148,Jon Zhao,Bachelors,Skilled Manual
17151,CS28150,Connor Chen,Bachelors,Skilled Manual
17152,CS28151,Katherine Walker,Bachelors,Professional
10359,CS21358,Cody Reed,Graduate Degree,Management
10369,CS21368,Mason Collins,Partial College,Skilled Manual
10370,CS21369,Sarah Rodriguez,Partial College,Skilled Manual
10389,CS21388,Nicole Lee,Bachelors,Management
10396,CS21395,Alexia Hughes,Partial College,Skilled Manual
17150,CS28149,William Miller,Bachelors,Skilled Manual
17191,CS28190,Kimberly Cook,Graduate Degree,Professional
17192,CS28191,Mya Long,Graduate Degree,Professional
13947,CS24946,Sarah Hughes,Graduate Degree,Management
13949,CS24948,Nathan Carter,Bachelors,Management
13950,CS24949,Devin Howard,Bachelors,Management
13952,CS24951,Jeremy Ward,Bachelors,Management
13951,CS24950,Stephanie Alexander,Bachelors,Management
5902,CS16901,Ricky Munoz,Bachelors,Management
5904,CS16903,Ian Wright,Graduate Degree,Management
5905,CS16904,Arianna Bailey,Graduate Degree,Management
5906,CS16905,Janet Stewart,Bachelors,Management
2295,CS13294,Cassidy Hughes,Partial College,Professional
2301,CS13300,Timothy Hernandez,High School,Professional
2302,CS13301,Angela Stewart,High School,Professional
2305,CS13304,Sara Peterson,High School,Professional
2306,CS13305,Oscar Alexander,High School,Professional
12217,CS23216,Kevin Hall,Graduate Degree,Professional
12239,CS23238,Thomas Lee,Partial College,Clerical
12240,CS23239,Curtis Wu,Partial College,Clerical
12241,CS23240,Phillip Chapman,Partial College,Clerical
12242,CS23241,Armando Torres,Partial College,Clerical
17798,CS28797,Alexandra Wood,Partial College,Clerical
2296,CS13295,Jasmine Jackson,High School,Professional
12218,CS23217,Michelle Morgan,Graduate Degree,Professional
2303,CS13302,Cole Torres,High School,Professional
17841,CS28840,Valerie Harrison,Graduate Degree,Professional
17842,CS28841,Samuel Gonzales,Graduate Degree,Professional
17843,CS28842,Nicole Bailey,Graduate Degree,Professional
17840,CS28839,Connor Parker,Graduate Degree,Professional
4650,CS15649,Melinda Jimenez,Bachelors,Clerical
5035,CS16034,Pamela Suri,Graduate Degree,Manual
5038,CS16037,Melissa Kelly,Bachelors,Manual
5040,CS16039,Steve Yang,Bachelors,Manual
2404,CS13403,Jennifer Jackson,Partial College,Professional
2414,CS13413,Fernando Phillips,Graduate Degree,Management
2415,CS13414,Miguel Wilson,Graduate Degree,Management
2416,CS13415,Marcus Rogers,Graduate Degree,Management
2420,CS13419,Lauren Coleman,Partial College,Professional
2425,CS13424,Jasmine Thomas,Partial College,Professional
2426,CS13425,Jose Garcia,Partial College,Professional
5868,CS16867,Katelyn King,Bachelors,Management
5869,CS16868,Xavier Jackson,Bachelors,Management
5870,CS16869,Vanessa Patterson,Graduate Degree,Management
5884,CS16883,Tyler Davis,High School,Professional
5901,CS16900,Miguel Jones,Graduate Degree,Management
2432,CS13431,Bryan James,Partial College,Professional
5900,CS16899,Whitney Sanchez,Graduate Degree,Management
1190,CS12189,Sophia Wright,Bachelors,Management
1205,CS12204,Bradley Jai,Graduate Degree,Management
1206,CS12205,Madison Long,Bachelors,Management
1209,CS12208,Dominique Sanchez,Bachelors,Management
1210,CS12209,Mindy Jai,Bachelors,Management
1191,CS12190,Justin Gonzales,Graduate Degree,Management
12922,CS23921,Charles Lee,Bachelors,Professional
12923,CS23922,Cody Richardson,Bachelors,Professional
12926,CS23925,Marie Torres,Bachelors,Skilled Manual
12927,CS23926,Lydia Weber,Bachelors,Skilled Manual
13041,CS24040,Jennifer Bell,Graduate Degree,Skilled Manual
13054,CS24053,Jose Allen,Bachelors,Clerical
13067,CS24066,Brittney West,Bachelors,Clerical
12889,CS23888,Edward Clark,Bachelors,Skilled Manual
12891,CS23890,Haley Cox,Bachelors,Skilled Manual
12892,CS23891,Jack Jenkins,Bachelors,Skilled Manual
12890,CS23889,Sean Carter,Bachelors,Skilled Manual
18216,CS29215,Abigail Barnes,Partial College,Professional
18218,CS29217,Alexis Wilson,Partial College,Professional
18219,CS29218,Brandon Moore,Partial College,Professional
18224,CS29223,Angel Phillips,Partial College,Professional
18226,CS29225,Matthew Lee,Partial College,Professional
18227,CS29226,Katherine Lee,Graduate Degree,Management
18228,CS29227,Levi Patel,Graduate Degree,Management
18217,CS29216,Antonio Wood,Partial College,Professional
18225,CS29224,Kaylee Bailey,Partial College,Professional
13969,CS24968,Dalton Moore,Partial College,Professional
14891,CS25890,Chloe Brown,Partial College,Professional
14892,CS25891,Brandon Johnson,Bachelors,Management
14890,CS25889,Reginald Munoz,Partial College,Professional
1325,CS12324,Dale Lal,High School,Professional
1328,CS12327,Edwin Liang,Partial College,Management
1331,CS12330,Preston Raman,Partial College,Management
1385,CS12384,Jacquelyn Gutierrez,Bachelors,Skilled Manual
1391,CS12390,Denise Martinez,Partial College,Clerical
1398,CS12397,Shaun Chapman,Partial College,Clerical
1400,CS12399,Henry Chapman,Partial College,Clerical
1401,CS12400,Andy Martin,Partial College,Clerical
1402,CS12401,Kimberly Rivera,Partial College,Clerical
1407,CS12406,Ross Gutierrez,Graduate Degree,Skilled Manual
1408,CS12407,Shawn Raji,Graduate Degree,Skilled Manual
1462,CS12461,Ruth Suri,Graduate Degree,Clerical
1463,CS12462,Levi Suri,Graduate Degree,Clerical
1472,CS12471,Lacey Zeng,Bachelors,Clerical
1494,CS12493,Dwayne Vazquez,Bachelors,Professional
1499,CS12498,Eduardo Diaz,Bachelors,Skilled Manual
1498,CS12497,Ashlee Kumar,Bachelors,Skilled Manual
1409,CS12408,Jon Lu,Graduate Degree,Skilled Manual
14894,CS25893,Alexia Alexander,High School,Professional
14895,CS25894,Steve Zeng,Partial College,Professional
14896,CS25895,Jesse Richardson,Partial High School,Skilled Manual
14898,CS25897,Kimberly Bailey,High School,Professional
14899,CS25898,Brittney Cai,High School,Professional
14900,CS25899,Caitlin Rogers,High School,Professional
14901,CS25900,Haley Sanders,Partial High School,Skilled Manual
14906,CS25905,Nathan Hayes,Partial High School,Skilled Manual
14909,CS25908,Melissa Long,Partial College,Skilled Manual
14910,CS25909,Chase James,Partial College,Skilled Manual
14911,CS25910,Natalie Miller,Partial College,Skilled Manual
14917,CS25916,Naomi Serrano,Partial College,Skilled Manual
14918,CS25917,Kyle Long,Partial College,Skilled Manual
14925,CS25924,Hannah Robinson,Partial College,Skilled Manual
14930,CS25929,Alexandra Gray,Partial College,Skilled Manual
14931,CS25930,Ethan Harris,Partial College,Skilled Manual
14897,CS25896,Marissa Coleman,High School,Professional
14932,CS25931,Ryan Henderson,Partial College,Skilled Manual
15006,CS26005,Elizabeth Clark,Partial College,Skilled Manual
15007,CS26006,Garrett Peterson,Bachelors,Professional
15008,CS26007,Jesse Morgan,Bachelors,Professional
15010,CS26009,Luis Foster,Graduate Degree,Professional
15011,CS26010,Morgan Campbell,Graduate Degree,Professional
15012,CS26011,Daisuke Yanagishima,Graduate Degree,Professional
15013,CS26012,Mark Bebbington,Partial College,Skilled Manual
15009,CS26008,Jennifer Gonzales,Graduate Degree,Professional
509,CS11508,Elizabeth Wilson,Graduate Degree,Skilled Manual
518,CS11517,Katherine Bryant,Partial College,Clerical
519,CS11518,Edward Washington,Partial College,Clerical
522,CS11521,Ariana Peterson,Partial College,Clerical
523,CS11522,Christian Hughes,Graduate Degree,Skilled Manual
525,CS11524,Alyssa Jackson,Partial College,Clerical
6894,CS17893,Omar Rai,Bachelors,Clerical
6899,CS17898,Janet Sanz,Bachelors,Clerical
6902,CS17901,Keith Tang,Partial College,Manual
6903,CS17902,Ruth Lopez,Partial College,Manual
6929,CS17928,Terrence She,Partial College,Manual
6930,CS17929,Alfredo Rubio,Partial College,Manual
7018,CS18017,Kurt Shan,Partial College,Clerical
7021,CS18020,Armando Ruiz,High School,Manual
7023,CS18022,Victor Alvarez,High School,Manual
17574,CS28573,Tyrone Gill,Partial College,Clerical
17577,CS28576,Sunil Uppal,Graduate Degree,Skilled Manual
17579,CS28578,Zoe Rogers,Graduate Degree,Skilled Manual
17580,CS28579,Grace Ross,Graduate Degree,Skilled Manual
17581,CS28580,Aimee Liu,Graduate Degree,Skilled Manual
17587,CS28586,Gabriel Diaz,Partial College,Clerical
17589,CS28588,Emma Griffin,Partial College,Clerical
17622,CS28621,Kristen Liu,Partial College,Clerical
17578,CS28577,Austin Harris,Graduate Degree,Skilled Manual
17588,CS28587,Xavier Harris,Partial College,Clerical
16066,CS27065,Jordan Wright,Graduate Degree,Skilled Manual
16067,CS27066,Cole Murphy,Graduate Degree,Skilled Manual
16068,CS27067,Jennifer Rodriguez,Graduate Degree,Skilled Manual
16065,CS27064,Barbara Chande,Graduate Degree,Skilled Manual
16259,CS27258,Christian Flores,Graduate Degree,Professional
4698,CS15697,Julia Morris,Partial College,Professional
1758,CS12757,Sara Ramirez,Partial College,Clerical
1760,CS12759,Jada Sanders,Graduate Degree,Skilled Manual
1770,CS12769,Thomas Zhang,Partial College,Clerical
1762,CS12761,Alexandra Richardson,Graduate Degree,Skilled Manual
1790,CS12789,Jamie Zeng,Partial College,Clerical
11618,CS22617,Andres Nath,Graduate Degree,Clerical
12613,CS23612,Rosa Liu,Partial College,Professional
12625,CS23624,Jillian Malhotra,High School,Professional
12628,CS23627,Adrienne Navarro,Partial College,Management
12760,CS23759,Clinton Alonso,Bachelors,Skilled Manual
12765,CS23764,Alisha Liu,Partial College,Clerical
12766,CS23765,Kelly Price,Partial College,Clerical
12767,CS23766,Cassandra Martinez,Partial College,Clerical
12907,CS23906,Alan Ma,Bachelors,Clerical
12777,CS23776,Cristina Yuan,Partial College,Clerical
1136,CS12135,Fernando Taylor,Partial College,Professional
1138,CS12137,Jack Green,Graduate Degree,Management
1139,CS12138,Colin Jai,Graduate Degree,Management
1140,CS12139,Franklin Yang,Graduate Degree,Management
1142,CS12141,Kaitlyn Lee,Partial College,Professional
1143,CS12142,Gabriella Torres,Bachelors,Management
1144,CS12143,Logan Turner,Bachelors,Management
1145,CS12144,Kelly Jenkins,Partial College,Professional
1150,CS12149,Bailey Scott,Partial College,Professional
1154,CS12153,Kaitlyn Bailey,Partial College,Professional
1156,CS12155,Gabriella Lopez,Partial College,Professional
1157,CS12156,Bonnie Raji,Graduate Degree,Management
1162,CS12161,Alexandria Rogers,Partial College,Professional
1168,CS12167,Sebastian Stewart,Partial College,Professional
1169,CS12168,Hunter Jackson,Partial College,Professional
1176,CS12175,Luke Powell,High School,Professional
1177,CS12176,Cody James,High School,Professional
1179,CS12178,Ethan Shan,Partial High School,Skilled Manual
1180,CS12179,Alexis Jones,Graduate Degree,Management
1922,CS12921,Wyatt Lee,Bachelors,Skilled Manual
1923,CS12922,Jennifer Sanders,Bachelors,Skilled Manual
1924,CS12923,Fernando Wright,Bachelors,Skilled Manual
1926,CS12925,Mackenzie Blue,Graduate Degree,Professional
1927,CS12926,Sara Murphy,Graduate Degree,Professional
1146,CS12145,Brandon Butler,Partial College,Professional
1161,CS12160,Jaclyn Zhang,Partial College,Professional
1925,CS12924,Devon Chande,Bachelors,Skilled Manual
1149,CS12148,Gabrielle Morris,Partial College,Professional
16798,CS27797,Melvin Deng,Bachelors,Professional
16799,CS27798,Brandon Bryant,Bachelors,Professional
2179,CS13178,Megan Gray,Bachelors,Management
2181,CS13180,Leslie Sanz,Bachelors,Management
2183,CS13182,Jeremy Bennett,Bachelors,Management
2184,CS13183,Christian Jenkins,Bachelors,Management
2185,CS13184,Miguel Perez,Bachelors,Management
2203,CS13202,Natasha Romero,Bachelors,Management
2182,CS13181,Brian Morgan,Bachelors,Management
2192,CS13191,Emma Rodriguez,Bachelors,Management
2204,CS13203,Bailey Bell,Bachelors,Management
2211,CS13210,Ethan Simmons,Bachelors,Management
2212,CS13211,James Jai,Bachelors,Management
2213,CS13212,Logan Phillips,Bachelors,Management
2215,CS13214,Elijah Adams,Bachelors,Management
2216,CS13215,Colleen Sharma,Bachelors,Management
2214,CS13213,Courtney King,Bachelors,Management
2273,CS13272,Jordan Gonzalez,Graduate Degree,Management
2276,CS13275,Carlos Murphy,Bachelors,Management
2275,CS13274,Joshua Lee,Partial College,Professional
4273,CS15272,Kyle Gonzales,High School,Skilled Manual
4274,CS15273,Brandon Alexander,Partial College,Skilled Manual
4275,CS15274,Alexander Johnson,Partial College,Skilled Manual
4281,CS15280,Mya Griffin,Bachelors,Management
4283,CS15282,Elizabeth Thomas,Bachelors,Management
4285,CS15284,Jay Prasad,Graduate Degree,Skilled Manual
4287,CS15286,Thomas Nelson,Graduate Degree,Skilled Manual
4288,CS15287,Stephanie Baker,Graduate Degree,Skilled Manual
4289,CS15288,Logan Perry,Graduate Degree,Skilled Manual
4312,CS15311,Brandon Thompson,Bachelors,Management
4313,CS15312,Alexandria Gonzales,Bachelors,Management
4314,CS15313,Garrett Morris,Bachelors,Management
4315,CS15314,Eduardo Torres,Bachelors,Management
4317,CS15316,Alexis Harris,Bachelors,Management
4318,CS15317,Rachel Jenkins,Bachelors,Management
4319,CS15318,Grace Watson,Bachelors,Management
4320,CS15319,Jade Sanchez,Bachelors,Management
4322,CS15321,Blake Phillips,Bachelors,Management
4332,CS15331,Jacob Taylor,Partial College,Professional
4321,CS15320,Eduardo Brooks,Bachelors,Management
4276,CS15275,Eric Collins,Partial College,Skilled Manual
4286,CS15285,Olivia Rodriguez,Graduate Degree,Skilled Manual
4316,CS15315,Katherine Bennett,Bachelors,Management
2473,CS13472,Simon Pearson,Partial High School,Skilled Manual
2863,CS13862,Andrew Walker,Graduate Degree,Skilled Manual
2864,CS13863,Kevin Long,Graduate Degree,Skilled Manual
2865,CS13864,Robin Torres,Graduate Degree,Skilled Manual
2866,CS13865,Mariah Foster,Graduate Degree,Professional
2868,CS13867,Luke Griffin,Bachelors,Skilled Manual
2857,CS13856,Ian Scott,High School,Skilled Manual
2858,CS13857,Victoria Thompson,Graduate Degree,Skilled Manual
2859,CS13858,Melanie Richardson,Graduate Degree,Skilled Manual
2862,CS13861,Hailey Rogers,Graduate Degree,Skilled Manual
2860,CS13859,Kristin Deng,Graduate Degree,Skilled Manual
2867,CS13866,Mya Butler,Graduate Degree,Professional
5908,CS16907,Sarah Hall,Graduate Degree,Management
5909,CS16908,Kristi Patel,Graduate Degree,Management
5912,CS16911,Caleb Patterson,Bachelors,Management
5914,CS16913,Marcus Flores,Graduate Degree,Management
2916,CS13915,Allison King,Bachelors,Skilled Manual
2918,CS13917,Samuel Allen,Bachelors,Skilled Manual
2920,CS13919,Grace Smith,Bachelors,Skilled Manual
2922,CS13921,Joseph Jones,Bachelors,Professional
2923,CS13922,Jackson Foster,Bachelors,Professional
2924,CS13923,Steven Howard,Bachelors,Professional
5913,CS16912,Dalton Patterson,Bachelors,Management
5910,CS16909,Chloe Walker,Bachelors,Management
11448,CS22447,Tara Shan,Graduate Degree,Clerical
11510,CS22509,Lacey Nara,Bachelors,Skilled Manual
11520,CS22519,Logan Hughes,Bachelors,Skilled Manual
11524,CS22523,Jon Xu,Bachelors,Skilled Manual
11509,CS22508,Jon Huang,Bachelors,Skilled Manual
11445,CS22444,Colin Xie,Graduate Degree,Clerical
3416,CS14415,William Davis,Partial College,Professional
3418,CS14417,Ernest Lu,High School,Professional
3420,CS14419,Abigail Ward,Partial College,Professional
3421,CS14420,Chloe Wright,Partial College,Professional
3422,CS14421,Hannah Barnes,Partial College,Professional
3431,CS14430,Sydney Jones,Partial College,Professional
3432,CS14431,Kayla Moore,Partial College,Professional
3438,CS14437,Mitchell Anand,Partial College,Professional
3433,CS14432,Antonio Russell,Graduate Degree,Management
3419,CS14418,Rebecca Young,High School,Professional
18233,CS29232,Samantha Simmons,Partial College,Professional
18234,CS29233,Caitlin Sanders,Partial College,Professional
18242,CS29241,Sophia Evans,Partial College,Professional
18243,CS29242,Blake Thomas,Partial College,Professional
18249,CS29248,Jonathan Martin,High School,Professional
18250,CS29249,Austin Long,High School,Professional
3389,CS14388,Kaylee Rogers,Bachelors,Management
3390,CS14389,Ryan Harris,Bachelors,Management
5327,CS16326,Jésus Romero,Partial High School,Manual
5328,CS16327,Darren Diaz,Partial High School,Manual
5390,CS16389,Arturo Shen,Bachelors,Clerical
5391,CS16390,Mario Nath,Bachelors,Clerical
5317,CS16316,Kelli Hu,Partial College,Clerical
3570,CS14569,Kristopher Rodriguez,Graduate Degree,Professional
3571,CS14570,Hannah Henderson,Graduate Degree,Professional
3572,CS14571,Rachel Richardson,Graduate Degree,Professional
3573,CS14572,Melanie Foster,Graduate Degree,Professional
3569,CS14568,Priscilla Kumar,Graduate Degree,Professional
3716,CS14715,Erik Munoz,Partial College,Clerical
3719,CS14718,Gregory Raji,Partial College,Clerical
3775,CS14774,Max Ferrier,Graduate Degree,Clerical
3776,CS14775,Bonnie Xie,Graduate Degree,Clerical
3895,CS14894,James Baker,Partial College,Clerical
3922,CS14921,Sara Watson,Graduate Degree,Skilled Manual
3923,CS14922,Paige Perry,Graduate Degree,Skilled Manual
4007,CS15006,Grace Jackson,Partial College,Skilled Manual
4006,CS15005,Adrian Cooper,Partial College,Skilled Manual
12728,CS23727,Bruce Serrano,Partial College,Professional
12729,CS23728,Paige Kelly,Partial College,Professional
12730,CS23729,Marcus Allen,Partial College,Professional
12733,CS23732,Xavier Wood,High School,Professional
12734,CS23733,Natasha Gomez,High School,Professional
12735,CS23734,Melanie Wood,Partial College,Professional
12736,CS23735,Amanda Washington,Partial College,Professional
12738,CS23737,Elena Velez Amezaga,Partial College,Professional
12739,CS23738,Julian Bennett,High School,Professional
12740,CS23739,Virginia Kapoor,High School,Professional
12741,CS23740,Noah Jackson,Partial High School,Skilled Manual
12743,CS23742,Morgan Cox,Partial High School,Skilled Manual
12782,CS23781,Jordyn Ross,Partial College,Clerical
12783,CS23782,Edward Bryant,Partial College,Clerical
12785,CS23784,Preston Arun,Graduate Degree,Skilled Manual
12786,CS23785,Taylor Harris,Graduate Degree,Skilled Manual
12808,CS23807,Carson Hughes,Partial College,Clerical
12809,CS23808,Spencer Perry,Partial College,Clerical
12810,CS23809,Danielle Sanchez,Partial College,Clerical
12811,CS23810,Sarah Lee,Partial College,Clerical
12813,CS23812,Cameron Butler,Partial College,Clerical
12814,CS23813,Hannah Bennett,Partial College,Clerical
12815,CS23814,Angela Foster,Partial College,Clerical
12816,CS23815,Julia Ward,Partial College,Clerical
12818,CS23817,Kaitlyn Murphy,Partial College,Clerical
12819,CS23818,Cassidy Gonzales,Graduate Degree,Skilled Manual
12821,CS23820,Isabelle Diaz,Graduate Degree,Skilled Manual
12823,CS23822,Sierra Campbell,Graduate Degree,Skilled Manual
12824,CS23823,Samuel Davis,Graduate Degree,Skilled Manual
12825,CS23824,Edward Carter,Graduate Degree,Skilled Manual
12827,CS23826,Dalton Ross,Graduate Degree,Skilled Manual
12829,CS23828,Carolyn Carlson,Graduate Degree,Skilled Manual
3782,CS14781,Robert Butler,Partial College,Manual
3783,CS14782,Michael Lewis,Partial College,Manual
3787,CS14786,Tristan Jenkins,Bachelors,Clerical
3790,CS14789,Rosa Zhang,High School,Manual
3796,CS14795,Crystal Gao,Bachelors,Skilled Manual
3798,CS14797,Steve Gao,Partial High School,Manual
3801,CS14800,Abby Arthur,Bachelors,Skilled Manual
3802,CS14801,Riley Simmons,Partial High School,Manual
3806,CS14805,Kari Garcia,Partial High School,Manual
3820,CS14819,Dana Ruiz,Partial College,Clerical
3824,CS14823,Nelson Harrison,Partial College,Clerical
3825,CS14824,Miguel Baker,Partial College,Clerical
3826,CS14825,Rebekah Alonso,High School,Manual
3829,CS14828,Hector Muñoz,Partial College,Clerical
12822,CS23821,Jordan Lal,Graduate Degree,Skilled Manual
3804,CS14803,Stacy Martin,High School,Manual
3823,CS14822,Jessica Martin,Partial College,Clerical
12737,CS23736,Sydney Rivera,Partial College,Professional
12812,CS23811,Ethan Powell,Partial College,Clerical
3828,CS14827,Ernest Xu,Partial College,Clerical
12727,CS23726,Darrell Xie,Partial College,Professional
12742,CS23741,Dana Romero,Partial High School,Skilled Manual
12817,CS23816,Natalie Johnson,Partial College,Clerical
12826,CS23825,Katherine Coleman,Graduate Degree,Skilled Manual
4342,CS15341,Lacey Deng,Partial College,Professional
4344,CS15343,Carson Barnes,Partial College,Professional
4345,CS15344,Luke Russell,Partial College,Professional
4346,CS15345,Ashley Perry,Partial College,Professional
4347,CS15346,Charles Rodriguez,Partial College,Professional
4349,CS15348,Greg Carter,Partial College,Professional
4350,CS15349,Stephanie Gonzalez,Partial College,Professional
4351,CS15350,Kathleen Serrano,Partial College,Professional
4992,CS15991,David Taylor,Graduate Degree,Management
4993,CS15992,Isabelle Alexander,Graduate Degree,Management
4995,CS15994,Olivia Blue,Partial College,Professional
4343,CS15342,Ashlee Raji,Partial College,Professional
4996,CS15995,Kaitlyn Johnson,Partial College,Professional
4348,CS15347,Deanna Alonso,High School,Professional
4092,CS15091,Jermaine Madan,Partial College,Manual
4444,CS15443,Francisco Patel,Graduate Degree,Manual
4455,CS15454,Ian Bennett,Bachelors,Clerical
4458,CS15457,Adriana Martinez,Partial College,Manual
4459,CS15458,Krystal Ma,Partial College,Manual
4460,CS15459,Beth Dominguez,Partial College,Manual
4461,CS15460,Bethany Nara,Partial College,Manual
4457,CS15456,Donald Suri,Bachelors,Clerical
4352,CS15351,Steve Lu,Partial College,Professional
4359,CS15358,Danielle Sanders,Graduate Degree,Management
4360,CS15359,Logan Yang,Graduate Degree,Management
4365,CS15364,Aidan Bryant,Partial College,Professional
4368,CS15367,Alyssa White,Partial College,Professional
4370,CS15369,Connor Perez,Partial College,Professional
4371,CS15370,Jessica Butler,Partial College,Professional
4372,CS15371,Cameron Bryant,Partial College,Professional
4374,CS15373,Kaitlyn Jones,Graduate Degree,Management
13735,CS24734,Jack Turner,Graduate Degree,Skilled Manual
4373,CS15372,Miguel Alexander,Partial College,Professional
5728,CS16727,Charles Johnston,High School,Skilled Manual
5729,CS16728,Cole Morris,High School,Skilled Manual
5733,CS16732,Natalie Flores,High School,Skilled Manual
5736,CS16735,Melissa Hayes,High School,Skilled Manual
5738,CS16737,Steven Selikoff,High School,Skilled Manual
